"date","yearDead","yearBorn","Name","description"
"1678-1-29","1678","1595","Jerónimo Lobo"," misionero portugués "
"1696-1-29","1696","1666","Iván V"," zar ruso "
"1706-1-29","1706","1638","Charles Sackville"," conde de Dorset, poeta inglés "
"1796-1-29","1796","1739","Bernardino da Ucria"," botánico y religioso italiano "
"1814-1-29","1814","1762","Johann Gottlieb Fichte"," filósofo alemán "
"1820-1-29","1820","1738","Jorge III"," rey inglés "
"1829-1-29","1829","1755","Paul François Jean Nicolas Barras"," político francés "
"1859-1-29","1859","1796","William H. Prescott"," historiador e hispanista estadounidense "
"1868-1-29","1868","1804","Pascual Pérez Rodríguez"," escritor y fotógrafo español "
"1868-1-29","1868","1829","Inoue Genzaburō"," samurái japonés "
"1888-1-29","1888","1812","Edward Lear"," escritor e ilustrador británico "
"1892-1-29","1892","1817","Manuel García Barzanallana"," político español "
"1899-1-29","1899","1839","Alfred Sisley"," pintor franco-británico "
"1901-1-29","1901","1855","Milan I"," rey serbio "
"1906-1-29","1906","1818","Cristián IX"," noble danés, rey desde 1863 "
"1934-1-29","1934","1868","Fritz Haber"," químico alemán, premio Nobel de Química en 1918 "
"1934-1-29","1934","1862","Silvestre Ochagavía Echaurren"," industrial vinícola "
"1938-1-29","1938","1853","Armando Palacio Valdés"," escritor español "
"1941-1-29","1941","1871","Ioannis Metaxas"," general y dictador griego "
"1945-1-29","1945","1875","Gustav Flatow"," gimnasta alemán "
"1948-1-29","1948","1900","Tomislav II"," duque croata "
"1951-1-29","1951","1873","Evaristo Valle"," pintor español "
"1954-1-29","1954","1897","Antonio R. Frausto"," actor mexicano "
"1956-1-29","1956","1880","H. L. Mencken"," periodista estadounidense "
"1962-1-29","1962","1875","Fritz Kreisler"," violinista estadounidense de origen austriaco "
"1963-1-29","1963","1874","Robert Frost"," poeta estadounidense "
"1964-1-29","1964","1892","Hernán Vera"," actor mexicano "
"1964-1-29","1964","1913","Alan Ladd"," actor estadounidense "
"1969-1-29","1969","1893","Allen Dulles"," político estadounidense, primer director civil de la CIA "
"1977-1-29","1977","1954","Freddie Prinze"," comediante y actor estadounidense "
"1980-1-29","1980","1893","Jimmy Durante"," comediante y actor estadounidense "
"1981-1-29","1981","1909","Cozy Cole"," baterista estadounidense de jazz "
"1983-1-29","1983","1902","Eduardo Westerdahl"," pintor español "
"1985-1-29","1985","1908","Martín Adán"," poeta peruano "
"1989-1-29","1989","1907","Federico Cantú"," pintor mexicano "
"1991-1-29","1991","1907","Yasushi Inoue"," historiador japonés "
"1992-1-29","1992","1915","Willie Dixon"," músico estadounidense de blues "
"1993-1-29","1993","1904","Ángel Garma"," psiquiatra hispano-argentino "
"1995-1-29","1995","1963","Luis García Rojas"," militar peruano, declarado ""héroe nacional"" "
"1997-1-29","1997","1943","Osvaldo Soriano"," escritor y periodista argentino "
"1999-1-29","1999","1918","Lili St. Cyr"," bailarina estadounidense "
"2002-1-29","2002","1914","Harold Russell"," actor y veterano de guerra estadounidense "
"2003-1-29","2003","1924","John Murphy"," baloncestista estadounidense "
"2003-1-29","2003","1927","Carmelo Torres"," torero mexicano "
"2004-1-29","2004","1924","Janet Frame"," escritora neozelandesa "
"2005-1-29","2005","-1","Karen Lancaume","El 29 de enero de 2005 muere Karen Lancaume, actriz francesa."
"2005-1-29","2005","1924","Ephraim Kishon"," satirista israelí "
"2006-1-29","2006","1932","Nam June Paik"," vídeoartista de origen surcoreano "
"2007-1-29","2007","1916","José D'Elía"," sindicalista y político uruguayo "
"2007-1-29","2007","1899","Robert Meier"," veterano de guerra alemán "
"2008-1-29","2008","1924","Margaret Truman"," escritora estadounidense de novela negra "
"2009-1-29","2009","1948","John Martyn"," músico británico "
"2009-1-29","2009","1913","Hélio Gracie"," capoirista brasileño "
"2010-1-29","2010","1923","Jaime R. Echavarría"," músico y político colombiano "
"2011-1-29","2011","1933","Emilio Ogñénovich"," arzobispo argentino "
"2011-1-29","2011","1916","Milton Babbitt"," compositor estadounidense "
"2012-1-29","2012","1950","Carlos Pérez Merinero"," escritor español "
"2012-1-29","2012","1918","Oscar Luigi Scalfaro"," expresidente italiano "
"2013-1-29","2013","1922","Augusto César Leal Angulo"," político mexicano "
"2013-1-29","2013","1925","Frank Hahn"," economista británico "
"2013-1-29","2013","1947","Butch Morris"," cornetista de jazz, director de orquesta y compositor estadounidense; cáncer de pulmón "
"2013-1-29","2013","1968","Velian Parushev"," futbolista búlgaro "
"2013-1-29","2013","1928","Albert Rougemont"," futbolista francés "
"2015-1-29","2015","1937","Amparo Baró"," actriz española de cine, televisión y teatro "
"2015-1-29","2015","1937","Colleen McCullough"," escritora australiana "
"2015-1-29","2015","1933","Rod McKuen"," poeta estadounidense "
"2016-1-29","2016","1928","Jacques Rivette"," cineasta francés "
"2017-1-29","2017","1962","Elkin Ramírez"," cantante y compositor colombiano, de la banda colombiana de heavy metal Kraken "
"2019-1-29","2019","1960","Fernando Gaitán"," libretista colombiano "
"2021-1-29","2021","1934","Grady Gaines"," saxofonista estadounidense "
"2021-1-29","2021","1943","Hilton Valentine"," guitarrista de la banda The Animals "
"1181-1-30","1181","1161","Takakura"," aristócrata japonés, emperador entre 1166 y 1180 "
"1384-1-30","1384","1330","Luis II"," aristócrata flamenco "
"1574-1-30","1574","1502","Damião de Góis"," filósofo portugués "
"1649-1-30","1649","1600","Carlos I"," rey de Inglaterra, Escocia e Irlanda "
"1730-1-30","1730","1715","Pedro II de Rusia"," emperador ruso "
"1806-1-30","1806","1754","Vicente Martín Soler"," compositor español "
"1836-1-30","1836","1752","Betsy Ross"," patriota estadounidense "
"1844-1-30","1844","1765","John Addison"," compositor y contrabajista británico "
"1847-1-30","1847","1822","Virginia Eliza Clemm"," mujer estadounidense, prima y esposa del escritor Edgar Allan Poe "
"1858-1-30","1858","1778","Coenraad Jacob Temminck"," zoólogo neerlandés "
"1867-1-30","1867","1831","Kōmei Tennō"," emperador japonés "
"1872-1-30","1872","1846","Felicitas Guerrero"," viuda argentina "
"1888-1-30","1888","1810","Asa Gray"," botánico estadounidense "
"1889-1-30","1889","1858","Rodolfo de Habsburgo"," aristócrata austrohúngaro "
"1912-1-30","1912","1842","José María Esquerdo"," psiquiatra español "
"1926-1-30","1926","1896","Barbara La Marr"," actriz estadounidense "
"1928-1-30","1928","1867","Johannes Fibiger"," médico danés, premio nobel de medicina en 1926 "
"1945-1-30","1945","1874","Pedro Paulet"," ingeniero y científico peruano "
"1948-1-30","1948","1869","Mahatma Gandhi"," líder político pacifista indio "
"1948-1-30","1948","1871","Orville Wright"," pionero de la aviación estadounidense "
"1951-1-30","1951","1875","Ferdinand Porsche"," ingeniero automovilístico austriaco-alemán "
"1952-1-30","1952","1881","Alejo Bay"," político mexicano "
"1953-1-30","1953","1871","Pasquale Rizzoli"," escultor italiano "
"1955-1-30","1955","1879","Salvador González Anaya"," escritor español "
"1958-1-30","1958","1888","Ernst Heinkel"," ingeniero alemán pionero de la aviación "
"1963-1-30","1963","1899","Francis Poulenc"," compositor francés "
"1967-1-30","1967","1908","Eddie Tolan"," atleta estadounidense "
"1969-1-30","1969","1910","Georges Pire"," monje belga, premio nobel de la paz en 1958 "
"1969-1-30","1969","1890","Li Zongren"," militar y político chino "
"1973-1-30","1973","1905","José Zanier"," ingeniero ítalo-argentino "
"1975-1-30","1975","1903","Boris Blacher"," compositor alemán nacido en China "
"1976-1-30","1976","1895","Mance Lipscomb"," músico estadounidense "
"1980-1-30","1980","1918","Professor Longhair"," músico estadounidense "
"1982-1-30","1982","1912","Lightnin' Hopkins"," músico estadounidense "
"1982-1-30","1982","1890","Stanley Holloway"," actor y animador británico "
"1983-1-30","1983","1914","Coralia Fandiño Ricart"," mujer gallega, de las hermanas Las Dos Marías "
"1984-1-30","1984","1895","Alejandro Goicoechea"," ingeniero español "
"1989-1-30","1989","1936","Alfonso de Borbón y Dampierre"," político español, pretendiente al trono de España y Francia "
"1991-1-30","1991","1908","John Bardeen"," físico estadounidense, premio nobel de física en 1956 y 1972 "
"1991-1-30","1991","1912","José Ferrater Mora"," filósofo y ensayista español "
"1991-1-30","1991","1907","John McIntire"," actor de cine estadounidense "
"1994-1-30","1994","1912","Pierre Boulle"," escritor francés "
"1995-1-30","1995","1925","Gerald Durrell"," naturalista británico "
"1996-1-30","1996","1932","Luis Tasca"," actor argentino "
"1997-1-30","1997","1917","Cayetano Luca de Tena"," director teatral español "
"1998-1-30","1998","1927","Richard Cassilly"," tenor estadounidense "
"1998-1-30","1998","1960","Alberto Jiménez-Becerril Barrio"," político español asesinado por la banda terrorista ETA "
"1999-1-30","1999","1929","Raúl Morales Adriasola"," político chileno "
"2002-1-30","2002","1938","Alberto Busaid"," actor argentino "
"2002-1-30","2002","1918","Juan Viñas"," periodista español "
"2003-1-30","2003","1897","Mary Ellis"," actriz de teatro británica "
"2006-1-30","2006","1927","Coretta Scott King"," activista estadounidense pro derechos civiles "
"2006-1-30","2006","1950","Wendy Wasserstein"," guionista estadounidense "
"2006-1-30","2006","1936","Lola Cardona"," actriz española "
"2007-1-30","2007","1917","Sidney Sheldon"," escritor y guionista estadounidense "
"2008-1-30","2008","1920","Marcial Maciel Degollado"," religioso y pedófilo mexicano "
"2008-1-30","2008","1930","Fernando de Higueras"," arquitecto español "
"2009-1-30","2009","1932","Ingemar Johansson"," boxeador sueco "
"2011-1-30","2011","1929","Fernando Cebrián"," actor español "
"2011-1-30","2011","1918","José Llopis Corona"," futbolista español "
"2011-1-30","2011","1933","John Barry"," compositor británico de música de cine "
"2011-1-30","2011","1913","Maha Boowa Ñanasampanno"," monje budista tailandés "
"2013-1-30","2013","1920","Gamal al-Banna"," escritor, sindicalista y erudito egipcio "
"2013-1-30","2013","19392","José Cardona"," futbolista hondureño "
"2013-1-30","2013","1927","Ferruccio Musitelli"," fotógrafo y cineasta uruguayo "
"2013-1-30","2013","1945","Ann Rabson"," cantante y música estadounidense de blues "
"2013-1-30","2013","1921","Roger Raveel"," pintor belga "
"2013-1-30","2013","1936","Janusz Wichowski"," baloncestista polaco "
"2015-1-30","2015","1935","Zheliu Zhelev"," presidente búlgaro "
"2015-1-30","2015","1923","Carl Djerassi"," químico, novelista y dramaturgo estadounidense de origen austriaco "
"2015-1-30","2015","1931","Juan Carlos Galván"," actor argentino "
"2015-1-30","2015","1932","Geraldine McEwan"," actriz británica "
"2016-1-30","2016","1959","Francisco Flores"," político salvadoreño, presidente de El Salvador entre 1999 y 2004 "
"2016-1-30","2016","1926","Frank Finlay"," actor británico "
"2018-1-30","2018","1982","Mark Salling"," actor estadounidense, de la serie Glee "
"2019-1-30","2019","1923","Stewart Adams"," químico británico, creador del ibuprofeno "
"2021-1-30","2021","1986","SOPHIE"," cantante, compositora, productora y DJ escocesa "
"2022-1-30","2022","1991","Cheslie Kryst"," Modelo Estadounidense,Miss USA 2019 "
"743-1-31","743","676","Muhammad al-Baqir"," imán chií "
"885-1-31","885","-1","Diego Rodríguez Porcelos","El 31 de enero de 885 muere Diego Rodríguez Porcelos, conde de Castilla."
"1398-1-31","1398","1334","Sukō"," emperador japonés "
"1435-1-31","1435","1398","Xuande"," emperador chino "
"1561-1-31","1561","1496","Menno Simons"," líder menonita neerlandés "
"1580-1-31","1580","1512","Enrique I"," rey portugués "
"1615-1-31","1615","1543","Claudio Acquaviva"," jesuita italiano "
"1632-1-31","1632","1552","Joost Bürgi"," matemático y relojero suizo "
"1665-1-31","1665","1622","Johannes Clauberg"," filósofo y teólogo alemán "
"1686-1-31","1686","1604","Jean Mairet"," dramaturgo francés "
"1729-1-31","1729","1659","Jakob Roggeveen"," explorador neerlandés "
"1736-1-31","1736","1678","Filippo Juvara"," arquitecto y escenógrafo italiano "
"1736-1-31","1736","1682","Bruno Mauricio de Zabala"," militar y administrador colonial español "
"1788-1-31","1788","1720","Carlos Estuardo"," el Pretendiente, aristócrata italiano "
"1811-1-31","1811","1763","Manuel Alberti"," sacerdote argentino, integrante de la Primera Junta de Gobierno "
"1815-1-31","1815","1775","José Félix Ribas"," líder independentista venezolano "
"1844-1-31","1844","1773","Henri Gratien"," general francés "
"1854-1-31","1854","1789","Silvio Pellico"," escritor italiano "
"1856-1-31","1856","1781","Joaquín Manuel Fernández Cruzado"," pintor español "
"1866-1-31","1866","1788","Friedrich Rückert"," escritor y poeta alemán "
"1869-1-31","1869","1813","Anselme Bellegarrigue"," anarquista francés "
"1892-1-31","1892","1834","Charles Spurgeon"," obispo evangelista británico "
"1895-1-31","1895","18525","José Estremera"," poeta y dramaturgo español "
"1923-1-31","1923","1869","Eligiusz Niewiadomski"," pintor polaco, asesino del presidente Gabriel Narutowicz "
"1933-1-31","1933","1867","John Galsworthy"," novelista y dramaturgo británico, premio nobel de literatura en 1932 "
"1944-1-31","1944","1882","Jean Giraudoux"," dramaturgo francés "
"1946-1-31","1946","1881","Luis Orgaz Yoldi"," militar español "
"1947-1-31","1947","1863","Adolfo Orma"," político argentino "
"1952-1-31","1952","1886","Pedro Prado"," escritor chileno "
"1954-1-31","1954","1890","Edwin Armstrong"," ingeniero e inventor estadounidense "
"1955-1-31","1955","1879","Salvador González Anaya"," escritor español "
"1955-1-31","1955","1865","John Raleigh Mott"," dirigente cristiano estadounidense, premio nobel de la paz en 1946 "
"1956-1-31","1956","1882","Alan Alexander Milne"," escritor británico "
"1965-1-31","1965","1894","José Sinués y Urbiola"," economista y político español "
"1966-1-31","1966","1887","Arthur Ernest Percival"," militar británico "
"1968-1-31","1968","1895","Flavio Herrera"," escritor guatemalteco "
"1969-1-31","1969","1894","Meher Baba"," gurú indio "
"1970-1-31","1970","1924","Slim Harpo"," cantante estadounidense "
"1972-1-31","1972","1920","Mahendra Bir Bikram Shah"," rey nepalí "
"1972-1-31","1972","1898","Matvéi Zajárov"," militar soviético "
"1973-1-31","1973","1895","Ragnar Frisch"," economista noruego "
"1974-1-31","1974","1882","Samuel Goldwyn"," productor estadounidense de cine "
"1984-1-31","1984","1893","Antonio Calvache"," torero, actor, fotógrafo y cineasta español "
"1984-1-31","1984","1890","Ricardo García López"," K-Hito, humorista y periodista español "
"1986-1-31","1986","1938","Don Sleet"," músico estadounidense "
"1987-1-31","1987","1907","Yves Allégret"," cineasta francés "
"1994-1-31","1994","1912","Erwin Strittmatter"," escritor alemán "
"1995-1-31","1995","1887","George Abbott"," productor estadounidense, cineasta y director de teatro "
"1995-1-31","1995","1904","George Robert Stibitz"," científico estadounidense "
"1997-1-31","1997","1915","Evaristo Acevedo"," escritor y humorista español "
"1999-1-31","1999","1938","Giant Baba"," luchador japonés "
"2000-1-31","2000","1926","Gil Kane"," dibujante estadounidense "
